3,man and a baby are in a yellow kayak on water .
3,man and a little boy in blue life jackets are rowing a yellow canoe .
2,man and child kayak through gentle waters .
2,man and young boy ride in a yellow kayak .
2,and child in yellow kayak
7,black dog and a brown dog are jumping up to catch a red toy .
4,black dog and a brown dog play with a red toy on a courtyard .
2,brown and black lab are outside and the black lab is catching a toy in its mouth .
7,dog snaps at red and black object as brown dog lunges .
8,Chocolate Lab jumps too late to get the toy as the Black Lab captures it in the driveway .
3,boy with a stick kneeling in front of a goalie net
3,child in a red jacket playing street hockey guarding a goal .
8,young kid playing the goalie in a hockey rink .
3,young male kneeling in front of a hockey goal with a hockey stick in his right hand .
0,goalie boy in red jacket crouches by goal , with stick .
3,man in black is sitting next to a modern art structure in front of a glass building .
4,man sits and reads a newspaper by a sculpture outside of an office building .
0,man sits near a large statue .
3,man sitting in front of a metal sculpture in front of a building .
8,man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
1,tent is being set up on the ice .
9,men are about to enter an ice fishing tent on a snow covered lake .
5,men setting up a blue ice fishing hut on an iced over lake
5,men , standing on an ice , looking into something covered with a blue tarp .
4,people standing outside a blue tent structure on a snowy surface .
0,woman crouches near three dogs in a field .
9,dogs are playing on grassy hill with a blue sky .
8,dogs are standing in the grass and a person is sitting next to them
5,dogs on a grassy hill
3,dogs stand in a grassy field while a person kneels nearby .
6,man is standing in front of a skyscraper
6,man stands in front of a skyscraper .
6,man stands in front of a very tall building .
3,the man in a red shirt stands a large skyscraper .
3,is a skyscraper in the distance with a man walking in front of the camera .
0,boy bites hard into a treat while he sits outside .
0,child biting into a baked good .
0,small boy putting something in his mouth with both hands .
1,boy eats his food outside at the table .
0,boy is eating pizza over a tin dish .
1,sit on the mountainside and check out the view .
4,people are on a hilltop overlooking a green valley .
6,people hang out on top of a big hill .
0,people overlook a green valley .
5,people rest on a ledge above the moutains .
0,boy in a green shirt is looking down at many inflatable boats .
0,boy in a green shirt watches kayakers .
8,boy looks over a railing at the many boats and rafts below in the water .
6,young boy overlooking a crowd of inflatable boats .
3,young boy wearing a jersey looks down over a ledge at many boats in the water .
1,man and woman pose for the camera while another man looks on .
6,man is holding the hand of a woman up to his mouth in front of some buildings while another man looks on .
0,multiracial couple posing for a picture
2,man and blond woman holding hands outdoors , man in background watches .
8,in blue shirt biting hand of girl in black striped jacket while another guy watches
0,person eats takeout while watching a small television .
6,person sits on the floor and eats in front of a television .
4,television with a picture of a girl on it .
8,young man sits on the floor by the television with a fast food meal in front of him .
8,is laying in front of the TV eating food .
5,couple of several people sitting on a ledge overlooking the beach
6,group of people sit on a wall at the beach .
4,group of teens sit on a wall by a beach .
1,of people at the beach .
4,young people sitting on a rail above a crowded beach .
4,boy takes a jump on his skateboard while another boy with a skateboard watches .
4,child is performing a skateboard trick while another child with a skateboard leans on a wall .
5,little boy skateboarder is doing a trick on his board while another young skateboarder watches .
5,young boy skateboarder jumping on a platform on a skateboard .
0,skateboarders .
0,girl paddling down a large river , as seen from behind her .
0,woman kayaking down a river .
4,woman paddles a boat down a river .
0,woman with a paddle .
3,woman with a paddle sits in a boat on the water .
8,girl in pigtails splashes in the shallow water .
8,girls plays in the surf .
8,girl with pigtails is playing in the ocean by the beach .
8,girl with pigtails plays in the water .
8,young girl in pigtails plays in the water .
6,group of four children wearing pajamas have a pillow fight .
6,group of kids have a pillow-fight .
6,group of young children playing pillow fight on a bed .
0,having a pillow fight .
9,children are having a pillow fight .
4,constructions workers sit on a beam taking a break .
9,construction workers are sitting up on the side of a building .
5,construction workers sitting on an I-beam .
4,construction workers take a seat on a steel beam .
0,men take a break from construction .
8,children are playing in the water .
3,boys , one with a yellow and orange ball , play in some water in front of a field .
0,boys play in a puddle .
3,children play with a balloon in mud on a sunny day .
9,kids are running and playing in some water .
3,blond woman in a blue shirt appears to wait for a ride .
5,blond woman is on the street hailing a taxi .
0,woman is signaling is to traffic , as seen from behind .
1,woman with blonde hair wearing a blue tube top is waving on the side of the street .
8,woman in the blue dress is holding out her arm at oncoming traffic .
5,little girl looking at a brochure on train rides
0,young blond girl with a magizine in her hands
4,young girl on a train reads a book about train rides .
4,young girl sits on a seat and looks at a train pamphlet .
0,sitting down looking at train ride brochure
7,brown dog is running after a black dog on a rocky shore .
7,brown dog is running after the black dog .
5,dogs playing on a beach .
6,dogs run across stones near a body of water .
8,dogs run towards each other on a rocky area with water in the background .
6,boy descends off the end of a high diving board .
1,child jumps off a high diving board into the pool .
1,kid jumps off the diving board and into the swimming pool below .
1,little kid is jumping off a high dive at the pool .
1,boy is jumping off a high diving board into the pool .
0,guy stands by a window taking his overshirt off .
3,man in a tank top stands next to a chrome door .
5,man puts his shirt on near an elevator .
0,man stands by an elevator with his head down .
5,man is putting on his shirt near an elevator .
1,light-colored dog runs on the beach .
5,small yellow dog runs on a beach
5,tan dog runs on a sandy beach .
7,white dog is running down a rocky beach .
1,brown dog running along the beach .
8,boy in his blue swim shorts at the beach .
1,boy smiles for the camera at a beach .
8,young boy in swimming trunks is walking with his arms outstretched on the beach .
1,playing on the beach .
1,boy is playing on the shore of an ocean .
5,hiker standing high on a bluff overlooking the mountains below .
5,person on ski 's looks from hill over snow covered landscape
0,skier is overlooking a snow-covered mountain .
1,skier is overlooking the beautiful white snow covered landscape .
5,skier pauses on a mountaintop .
2,black and white dog is attempting to catch a yellow and purple object in a low cut yard .
7,black and white dog jumps after a yellow toy .
7,black and white dog jumps to get the Frisbee .
7,black dog is jumping up to catch a purple and green toy .
7,dog jumps to catch a toy .
8,man in blue shorts is laying in the street .
3,man in blue shorts lays down outside in a parking lot .
6,man laying down in middle of street during heavy traffic .
3,man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door .
6,shirtless man is laying down in the middle of a busy street .
7,white and black dog and a brown dog in sandy terrain .
4,woolly dog chases a Doberman on a beach .
1,dog is chasing another one on the beach .
9,two large dogs are running through sand .
1,large dogs chasing each other at the beach .
7,black and white dog catches a toy in midair .
7,dog and a tennis ball .
7,dog is jumping to catch a object thrown at it ,
4,dog leaps while chasing a tennis ball through a grassy field .
3,multicolor dog jumping to catch a tennis ball in a grassy field .
0,crowd watching air balloons at night .
6,group of hot air balloons lit up at night .
8,are watching hot air balloons in the park .
0,watching hot air balloons .
9,large balloons are lined up at nighttime near a crowd .
4,child with a helmet on his head rides a bike .
4,little boy rides a bike down a hill on a miniature dirt bike .
3,young boy in a helmet rides a bike on the road .
0,little boy rides his bicycle in a race .
0,young boy pedals quickly at a BMX race .
6,group of eight people are gathered around a table at night .
6,group of people gathered around in the dark .
4,group of people sit around a table outside on a porch at night .
6,group of people sit outdoors together at night .
6,group of people sitting at a table in a darkened room .
2,man in a brown shirt and dark shorts plays on the beach with his two black dogs .
8,man in shorts with two black dogs holds a ball throwing toy at the beach .
1,man playing with two black dogs on the beach
5,man with two dogs on a beach
1,at the beach with two dogs .
1,boy cleans the bubbles off his face .
0,boy covered in suds has his face wiped clean .
0,boy is covered in bubbles .
5,child covered in foam is climbing on a black inflatable ramp .
0,person covered in soapy water is getting cleaned off .
3,boy in blue shorts slides down a slide into a pool .
3,boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water .
4,boy rides down a slide into a small backyard pool .
4,boy sliding down a slide into a pool with colorful tubes .
4,child is falling off a slide onto colored balloons floating on a pool of water .
3,man in a wetsuit is throwing a baby wearing a wetsuit up into the air .
3,man in a wetsuit is throwing a toddler up in the air and is ready to catch him .
8,man in water throwing a little boy up in the air and waiting for him to come down so he can catch him .
8,man is in the pool and throwing a small boy into the air .
3,water droplets fly , a man throws a little boy up in the air .
1,little boy sticks his tongue out for the camera . Another boy looks on .
0,boys make faces .
1,young boys are looking at the camera , one smiling , the other sticking his tongue out .
1,young boys look up at the camera as one sticks out his tongue .
0,young boys making silly faces .
3,blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel .
2,girl and her horse stand by a fire .
4,girl holding a horse 's lead behind a fire .
2,man , and girl and two horses are near a contained fire .
2,people and two horses watching a fire .
3,bulldog , a sheep dog , and a boxer standing in a yard .
7,large brown dog is pushing a small Boston terrier with his face while anouther dog watches .
1,large skinny dog stands near two smaller dogs int the dirt .
6,are three dogs starring at a ball in the middle of them .
6,dogs of various sizes .
4,lady and a man with no shirt sit on a dock .
4,man and a woman are sitting on a dock together .
4,man and a woman sitting on a dock .
4,man and woman sitting on a deck next to a lake .
4,shirtless man and a woman sitting on a dock .
7,closeup of a white dog that is laying its head on its paws .
1,large white dog lying on the floor .
1,white dog has its head on the ground .
7,white dog is resting its head on a tiled floor with its eyes open .
1,white dog rests its head on the patio bricks .
3,woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness .
2,woman in blue shorts and a white shirt is indoor rock climbing .
0,girl is climbing a rock wall .
0,girl is in a harness , climbing rocks .
0,climbing an artificial rock wall .
5,boy is jumping on an inflatable ring and a girl is watching him
5,boy jumping on a water jumphouse
5,teenage boy is jumping on an inflatable slide .
2,young boy jumping and a young girl seating in an inflatable pool .
8,young kids are playing in the water on an inflated toy .
5,family playing on a tractor on a beautiful day
3,ride a tractor in a field .
5,children playing on a Polaris vehicle outdoors .
8,children played on the four wheeler in the field .
9,four kids are riding on an ATV in a field .
3,woman in a red costume to the left of a man and woman standing together .
4,woman wearing a red costume looks at two other people standing on a street .
2,young woman in a red sequined costume and feather stands on the sidewalk .
8,girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop .
3,young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
1,walking up the hill through a forest .
8,men are skiing in the snow in a wooded area .
0,people wearing yellow jackets cross-country skiing .
9,skiers are making their way through woodland .
8,skiers are sliding down a trail in the woods .
0,lone skier is making their way up a mountain .
6,at the top of a snow covered hill .
0,hikers climbing a snowy hill .
9,people are on a snow-covered mountain .
0,people climbing up a snowy mountain .
7,brown dog running down a paved pathway
7,brown dog running next to grass .
7,dog is running down a road .
7,light brown dog runs down a path happily .
7,brown dog running
5,mother and children is fishing on a boardwalk at night .
4,woman and three children stand on a deck with a fishing pole .
5,woman stands with children on a boardwalk at night overlooking the sea .
5,people on a pier at night with one girl fishing off it .
8,with three children fishing over boardwalk in the evening .
3,woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain .
3,woman in a blue jacket rides a brown pony near water .
3,woman rides a horse near a frozen lake in the wintertime .
8,young blond woman sitting atop a brown draft horse in the snowy mountains .
5,n blue jacket sits on daft horse near a frozen lake .
1,draft horses pull a cart through the snow .
3,golden brown horses pull a sleigh driven by a woman in a blue coat .
3,horses are pulling a woman in a cart .
4,horses pull a carriage driven by a woman over snow covered ground .
4,horses pulling a sled steered by a smiling blond woman .
4,person climbing down a sheer rock cliff using a rope
4,person climbs a tall , flat mountain while holding onto a safety rope .
4,person is climbing a rock while holding onto a white rope .
0,person rappels down a steep incline .
4,person wearing a red vest climbs up a steep rock .
0,stand inside a rock dome .
6,of light in a cave shows three spelunkers
8,pose inside a rock cavern while bathed in sunlight from the surface .
0,people sit in a cave .
9,rock climbers are posing on big rocks .
1,group of backpackers lay on the dry ground .
6,group of hikers are resting on the ground in front of some mountains .
8,camp with the mountains in the background .
6,hikers rest with their gear in front of a mountain .
6,group of hikers is resting in front of a mountain .
3,woman in a blue dress stands with a chalk portrait of two children playing by a stream .
6,woman standing in front of a chalk drawing
3,woman stands next to a chalk drawing in front of a barn-like structure .
0,woman stands outside near an elaborate chalk illustration .
4,woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .
7,brown dog plays in a deep pile of snow .
8,dog looking at the camera in snow .
1,dog runs through the snow .
8,tan dog stand in the snow and looks up .
8,brown dog is out in the snow .
0,boy jumping in a fountain .
8,boy plays in the fountains .
0,child plays in a fountain .
8,little boy playing in the water .
1,young boy is jumping through water being sprayed up from the ground .
6,Corgi runs out of a tunnel .
4,dog runs out of a tunnel on a course .
5,running out of tunnel on obstacle course
7,dog is running out of the tunnel on a dog obedience course .
7,small brown and white dog is running out of a small tunnel .
7,blond dog and a black and white dog run in a dirt field .
7,dog chases another dog .
7,yellow dog and a black and white dog are running in the dirt .
9,dogs are running in a field .
0,dogs running around
3,little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach .
1,little girl with arms outstretched is posing at the beach .
6,young girl walks on a railing in front of the beach .
3,girl in blue swimsuit standing on a handrail near a beach .
8,little girl in the blue bathing suit is posing at the beach .
7,black and white dog drinking water from a water spray .
3,black and white dog is being soaked with a jet of water in a blue paddling pool .
7,dog sticking its face into the shower from a garden hose .
7,small white dog gets sprayed by water
7,white and black dog is jumping into a pool .
0,boy smiles underwater .
0,red-headed boy swimming underwater .
0,small boy swimming underwater
0,smiling boy swims underwater in a pool .
1,boys smiles underwater at the pool .
0,boy with a toy gun .
0,little boy in orange shorts playing with a toy .
3,young boy with his foot outstretched aims a toy at the camera in front of a fireplace .
0,young child plays with his new light-up toy .
1,with toy gun pointed at the camera .
6,boy in yellow shorts is standing on top of a cliff .
2,boy wearing blue and yellow walking on a cliff edge .
8,little boy standing high in the air on a rock .
5,young child is standing alone on some jagged rocks .
6,stands near edge of cliff .
5,person on a snowmobile in mid jump .
1,snowmobiler flies through the air .
8,snowmobile rider flies through the air on his or her machine in front of tall pine trees .
0,jumps snowmobile high in rural area .
8,man is up in the air .
9,are riding around on snowmobiles .
5,pose with helmets and goggles on while riding snowmobiles .
4,people are taking a break while on a snowmobiling ride .
2,people and two snowmobiles .
5,helmeted men sit on yellow snowmobiles while another man stands behind watching .
0,people drive ATVs .
8,people on ATVs in a brown field turn their heads to look at the camera .
5,people on ATV 's outside .
5,people on four wheel ATV 's in a field .
1,people ride their four wheelers through the field .
0,four wheeler jumping in an empty field .
5,man on a four wheeler is flying through the air .
0,person is riding an orange ATV in a large empty field .
0,jumping with all terrain vehicle
5,on an ATV catching air !
1,man jumps gin the air while riding an ATV
4,man on a four-wheeler jumps near a small building .
3,ATV is airborne over a field in front of a white structure .
3,person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building .
8,on four wheeler in the air .
6,boy in s striped shirt is jumping in front of a water fountain .
6,boy is jumping off the side of a running stone water fountain in front of a building .
0,happy boy is jumping in front OD city fountain .
6,little boy is jumping in front of a fountain .
6,little boy is playfully jumping off the side of a fountain .
0,boy carrying a soccer ball .
0,boy walks with a ball tucked under his arm .
4,boy walks with a soccer ball near a fence .
4,boy wearing a white t-shirt walks on the grass and carries a soccer ball .
4,boy carries a soccer ball on a field .
0,child painting a picture .
0,artist paints clouds onto a canvas .
0,young girl painting a picture .
5,young girl with braids is painting with water colors on a white paper on the wall .
5,child paints on a large paper with water colors .
4,cyclist is riding a bicycle on a curved road up a hill .
3,man in aerodynamic gear riding a bicycle down a road around a sharp curve .
4,man on a mountain bike is pedaling up a hill .
4,bicycle up a road , while cows graze on a hill nearby .
8,biker is riding around a curve in the road .
7,black dog jumping to catch a rope toy
7,black dog playing fetch with a ball of rope .
7,black dog pounces to get a rope toy .
7,black dog running after his rope toy .
7,large black dog is playing in a grassy yard .
6,little girl is holding a cine camera in front of her face .
0,young girl is looking through an old fashioned video camera .
0,young girl steadies her aim with a camera
2,with rosy cheeks and lips holding black toy gun .
4,is a kid with a gun .
6,black and white Border Collie catches a Frisbee in front of an audience .
6,brown and white dog catches a Frisbee in it mouth in front of a group of people .
2,brown and white dug jumping up to catch a Frisbee while an audience watches .
7,dog jumps to catch a Frisbee , while many people watch .
4,agile dog catches a Frisbee while a crowd of onlookers watches closely .
5,baby is sitting on and playing with smooth rocks .
1,baby is stacking rocks on the beach .
0,small boy is playing with rocks
4,toddler sitting on a pile of rocks holding a rock at a beach .
5,sits on a pile of rocks .
6,kid rock climbing against the backdrop of a green valley
3,woman in a striped shirt climbs up a mountain .
0,young man climbs a rocky hill .
4,person has a striped shirt on and is holding on to a rope on a mountain .
8,person in the striped shirt is mountain climbing .
0,man climbing a rock wall
6,man climbing the side of a cliff .
0,man is rock climbing .
2,with red shoes , white shirt and grey pants climbing .
1,young man with the white t-shirt and jeans is rappeling up the rock wall .
4,climber wearing a blue helmet and headlamp is attached to a rope on the rock face .
0,man climbs a rocky wall .
0,rock climber climbs a large rock .
0,woman in purple snakeskin pants climbs a rock .
2,with blue helmet and purple pants is rock climbing .
1,child playing with a fountain at the beach .
0,child plays with a fountain .
0,girl looks at a fountain that sprays water .
5,little girl playing in water on a frog sculpture .
3,little girl is playing with a toy in a public fountain .
4,black dog is jumping over a log along a beach .
7,black dog runs along the beach and jumps over a wood barrior .
1,dog is running on the beach .
4,dog jumping over a small wall at a beach near the water .
1,animal is running on the beach .
2,black and white bird eating seeds out of someone 's hand
2,black and white bird standing on a hand .
2,small bird sits in a person 's hand and eats seeds .
2,and white bird standing on hand of someone holding sunflower seeds
1,small bird is clinging to a finger of the hand holding the seeds .
8,brown dog is running in the sand .
8,brown dog playing in the sand .
1,brown dog plays at the beach .
8,dog is standing in the sand .
8,dog running fast in the sand .
8,little boy stands in the surf .
1,small child wades through the water while being guided by another person .
8,young boy laughs while splashing in the ocean .
8,young boy wearing a colorful bathing suit splashing in the ocean
0,young child splashing in water .
1,little tan dog with large ears running through the grass .
1,playful dog is running through the grass .
8,small dogs ears stick up as it runs in the grass .
1,small dog is running across the lawn .
4,is a small beige dog running through a grassy field
7,black and white dog is running through the field .
7,black , brown and white dog running through a field .
7,brown , black and white dog is running through a large field with its mouth open .
7,dog running in a field .
7,dog with its mouth open running through a field torwards the camera .
3,girl in a pink swimsuit in a pool
0,girl swimming in a pool .
3,little girl in a pink bathing suit swimming in a pool .
0,little girl swimming in a pool .
0,little girl swimming in outdoor pool .
5,child is standing on her head .
5,little girl standing on her head .
4,small child doing a handstand on a bed .
4,young girl does a handstand on a bed with blue sheets .
5,girl is upside down on a bed
8,guy stands in the sand with a snowboard behind him .
5,man holds a surfboard on the beach .
8,man holds his snowboard in the sand .
8,man with his surfboard stands in the sand .
5,is standing on white sand and holding a snowboard .
3,on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees .
9,people are riding around on ATV 's and motorcycles .
5,people on motorbikes follow a trail through dry grass .
9,people on two dirt-bikes and one four-wheeler are riding through brown grass .
0,people ride off-road bikes through a field surrounded by trees .
3,baby in a white garment holds a flag with crescent moon and star .
4,baby is holding a small black flag with a moon and a star on it .
4,baby wearing a white gown waves a Muslim flag .
3,little toddler dressed in white is smiling while a lady helps him wave a flag .
2,in white outfit holding black and white flag .
5,half naked man is sleeping on his chair outdoors .
9,older man sits back and relaxes on a patio outside an adobe building where many bicycles are propped .
3,shirtless man in a white cap relaxes in a deck chair , close to three parked bicycles .
8,relaxing in a folding chair on the street .
3,old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside .
2,brown and white and a black and white dog hauling in a floating toy from the ocean .
1,dogs retrieve the play toy from the water .
8,dogs in the ocean playing with a toy
8,dogs run through the water with a rope in their mouths .
8,dogs tug at a chew toy in the surf .
2,are three young people , one dark haired holding a bottled drink , one with head tilted back and finger in her mouth , and one with spiked hair .
8,young people party in the streets .
3,girls make faces as one takes a drink while they stand in a busy street .
1,women on the street drinking and posing
1,young women pose for the camera at a parade .
7,brown dog is running through neck-deep water carrying a tennis ball .
8,brown dog splashes in the water while carrying a ball in its mouth .
7,brown dog swims through water outdoors with a tennis ball in its mouth .
7,red dog , holding a ball , splashes through vegetation filled water .
8,dog with tennis ball in mouth , in water and bushes .
9,brown dogs are creating large splashes as they run in a river .
8,brown dogs in the water .
0,brown dogs running through water .
1,brown dogs runs through the water .
1,dogs splash through the water .
7,black dog runs into the ocean next to a pile of seaweed .
8,black lav runs into the water on the beach , with swimmers in the distance and sea kelp in the foreground .
8,dog at the shore of an ocean , with seaweed in foreground .
8,dog is running in the waves at the beach .
8,pile of seaweed sits on the sand , behind it a big black dog is running in the water .
0,young boy runs while wearing sandals .
2,boy in a striped shirt and brown shorts is running .
2,little boy , in a short sleeved shirt and shorts , is running outside .
4,little boy is wearing a black pinstripe shirt and walking on a deck .
1,boy running outside on the pavement .
7,brown and white dog stands outside while it snows .
1,dog is looking at something near the water .
1,furry dog attempts to dry itself by shaking the water off its coat .
7,white and brown dog shaking its self dry .
7,large brown and white dog shakes off water .
1,men are sitting on the ground and going through their backpacks .
6,men sitting in front of a railing are looking at something .
6,men with backpacks placed in front of them sitting in front of a railing .
9,men with backpacks are sitting on cardboard along a railing .
0,older men with backpacks sit at a bus station .
5,boy is jumping on a bed .
1,boy jumped up from the green bed .
0,boy jumps from one bed to another .
5,small child is jumping on a bed .
8,boy in blue shorts is bouncing on the bed .
6,child leaping from bed to bed behind the back of a man .
8,man is standing with his arms folded looking at something while the person behind him is jumping onto one of the two beds in the room .
3,man wearing a yellow shirt standing in the middle of two beds that a boy is jumping on in the background
1,young child jumping on the bed as a man looks the other way .
8,standing in the bedroom with little boy jumping into bed .
5,snowboarder sits on a slope with skiers and boarders nearby .
5,snowboarder takes a rest on the mountainside .
8,sitting in the snow while skiers take the hill .
0,snowboarder is sitting down .
5,skiers stand , two sit on slopes .
0,girl in green walks down a city street .
3,small child in green clothing walks past a store opening and a woman in pink pants .
0,small child walks down a sidewalk .
6,young boy is walking in front of some stores
8,child in the green one piece suit is walking past a store window .
6,boy dressed in soccer attire and holding his shoes getting out of a car .
3,boy in a red soccer strip is holding his boots in his hand whilst stepping out of a car .
0,boy in glasses is wearing a red shirt .
1,child getting out of the car wearing soccer shoes .
6,young boy gets out of the van and prepares his shoes for wear during a soccer game .
4,bridge through high green plants , a man and a woman on it .
4,man and a woman are crossing over a rope bridge with greenery all over them .
4,man and a woman are walking across a rope bridge .
3,man and a woman crossing a suspension bridge in a tropical setting .
2,and man walking across wooden rope bridge with a caution sign beside it .
0,family gathered at a painted van
6,girl climbing down from the side of a bright blue truck while others watch .
4,man is helping a girl step down from a colorful truck whilst a woman and three children watch .
1,very colorful bus is pulled off to the side of the road as its passengers load .
2,women and four children standing next to a brightly painted truck .
3,blond woman poses with a person in a pink costume .
3,smiling woman holds a person dressed in a pig costume .
4,young woman hugs a young man who 's wearing a pink costume .
0,embracing young man in pink costume , at event
9,people are hugging and one is wearing a pink-hooded stretch top .
5,bicyclist riding on a city street .
3,woman in a blue helmet and brown shorts rides her bike on a busy street .
0,woman is riding a blue bike .
0,woman is riding her bicycle in traffic
3,woman wearing a blue helmet rides her bicycle in a parking lot .
0,bicycle rider is crossing a street .
0,bicyclist getting ready to cross a street .
5,biker in spandex riding on a busy street .
2,man in blue and white biking gear rides down a busy street .
1,man wearing a helmet riding his bicycle down the street .
4,lady wearing a helmet holding a bike .
3,woman in a blue vest and a sky blue helmet stands with her bicycle in traffic .
3,woman in a helmet rides her bike behind a car .
4,woman with a helmet and a backpack walks next to her bike .
2,with bike and helmet wait for traffic .
3,man in shorts is jogging along a street with a headset .
2,person in blue shorts and wearing a Walkman jogs .
2,woman in a white shirt and blue shorts is wearing headphones .
5,woman walks on a street wearing headphones .
4,woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
9,are standing at an intersection .
0,waiting at an intersection .
5,on bicycles waiting at an intersection .
5,waiting at a light on bikes .
